Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
0.507864 0.492389 -0.501596 0.498025	0.479773 0.501084 -0.487921 0.529779	0.466693 0.507822 -0.478172 0.543752	0.450816 0.493966 -0.454195 0.588616	0.449467 0.488207 -0.453209 0.595176	0.480916 0.440884 -0.51198 0.558764	-0.56051 -0.394775 0.573357 -0.448601	0.602289 0.535703 -0.328422 0.492351	0.191287 0.152918 -0.682645 0.688492	-0.123299 -0.211594 0.884942 -0.396109	-0.1771 -0.342966 0.852028 -0.353637	0.327024 0.423223 -0.434442 0.724705	0.587884 0.760622 0.0139667 0.275048	0.776304 0.567015 0.089944 0.260301	0.735451 0.564773 0.16991 0.333578	0.514147 0.436573 -0.340304 0.655171	0.497501 0.444997 -0.329213 0.667899	0.582861 0.376323 -0.387122 0.607282	-0.558078 -0.407833 0.649755 -0.31629	0.454735 0.564949 -0.518982 0.452445	0.476313 0.576125 -0.567644 0.344944	
0.509647 0.49141 -0.49915 0.499625	0.482082 0.500056 -0.485177 0.531172	0.469175 0.506594 -0.475631 0.544989	0.452794 0.493547 -0.451641 0.589415	0.451316 0.487973 -0.450679 0.59589	0.482501 0.44159 -0.510036 0.558618	-0.561528 -0.397014 0.571975 -0.447115	0.603947 0.537041 -0.326875 0.489886	0.188588 0.15828 -0.684093 0.686585	-0.116583 -0.216855 0.889683 -0.384509	-0.172171 -0.348159 0.856308 -0.340411	0.33098 0.421454 -0.432778 0.724935	0.589885 0.755915 0.0236388 0.282965	0.778691 0.559475 0.102276 0.264891	0.738315 0.554649 0.178434 0.339731	0.514269 0.436639 -0.337344 0.656561	0.496647 0.445446 -0.325626 0.669991	0.581575 0.37657 -0.385406 0.609448	-0.560213 -0.411323 0.644358 -0.319026	0.467494 0.553686 -0.527082 0.443921	-0.482128 -0.570989 0.573975 -0.334781	
0.511961 0.490496 -0.496308 0.500988	0.484748 0.499089 -0.482031 0.532519	0.471772 0.505555 -0.472527 0.546409	0.455034 0.493046 -0.448893 0.590208	0.453457 0.487634 -0.448012 0.596553	0.484256 0.442353 -0.50783 0.558506	-0.562535 -0.399047 0.57042 -0.446024	0.60572 0.537988 -0.324764 0.488058	0.185479 0.163087 -0.684973 0.685429	-0.109858 -0.221204 0.893604 -0.374795	-0.166236 -0.353495 0.859762 -0.328962	0.335088 0.41947 -0.431064 0.72522	0.592005 0.750856 0.032614 0.291002	0.780796 0.551916 0.113879 0.269773	0.740173 0.544822 0.187261 0.346766	0.514493 0.436703 -0.33425 0.657924	0.495735 0.445955 -0.321801 0.672172	0.579976 0.377198 -0.383614 0.611711	-0.563337 -0.413037 0.638164 -0.323726	0.479161 0.542289 -0.532706 0.438807	-0.486949 -0.564249 0.580759 -0.327449	
0.514644 0.489443 -0.493491 0.50205	0.487483 0.498316 -0.478773 0.533683	0.474353 0.504759 -0.469243 0.547739	0.457689 0.492334 -0.445972 0.590963	0.456125 0.487009 -0.445149 0.597172	0.486417 0.442905 -0.505172 0.5586	-0.563586 -0.400848 0.568549 -0.445471	0.607655 0.538496 -0.322153 0.486821	-0.182067 -0.167178 0.685183 -0.685148	-0.103179 -0.224612 0.896951 -0.366583	-0.159124 -0.359139 0.862602 -0.318775	0.339111 0.417143 -0.429254 0.725766	0.594293 0.745554 0.0408547 0.298826	0.782581 0.544611 0.124554 0.274686	0.741367 0.535665 0.195616 0.353796	0.515063 0.436563 -0.330539 0.659444	0.494851 0.446375 -0.317163 0.674744	0.577901 0.378203 -0.381793 0.614188	-0.56716 -0.41331 0.631008 -0.330656	-0.489855 -0.530811 0.535944 -0.437087	-0.491587 -0.556866 0.586999 -0.321986	
0.517459 0.4881 -0.490409 0.503482	0.490542 0.4974 -0.475144 0.534977	0.47742 0.503741 -0.465691 0.549042	0.460686 0.491472 -0.442757 0.591768	0.459093 0.486235 -0.44202 0.597852	0.488957 0.442866 -0.502394 0.558919	-0.565248 -0.402405 0.566039 -0.445157	0.609667 0.538461 -0.318938 0.486462	0.178402 0.170614 -0.684604 0.685844	-0.0965869 -0.227173 0.899706 -0.359991	-0.150568 -0.365458 0.864477 -0.310563	0.343105 0.414582 -0.427397 0.726452	0.597 0.739965 0.0484197 0.306102	0.783994 0.537876 0.134099 0.279393	0.742095 0.527617 0.203087 0.360099	0.515934 0.436312 -0.326754 0.660814	0.493744 0.446904 -0.312111 0.677554	0.575628 0.379487 -0.379649 0.616854	-0.571141 -0.412769 0.623239 -0.339105	-0.499308 -0.520013 0.537021 -0.438048	-0.496334 -0.550196 0.591132 -0.31859	
0.520567 0.486391 -0.487006 0.505231	0.493973 0.496062 -0.471261 0.536494	0.480964 0.502356 -0.461857 0.550455	0.464106 0.490416 -0.439228 0.592602	0.462424 0.485305 -0.438591 0.598566	0.491934 0.442547 -0.499223 0.5594	0.567223 0.403734 -0.563007 0.445287	0.61155 0.538086 -0.314863 0.487166	0.174633 0.173127 -0.683268 0.687514	-0.0902871 -0.228731 0.902033 -0.354777	-0.142388 -0.370136 0.866096 -0.304305	0.34721 0.411802 -0.425336 0.727292	0.59988 0.73444 0.0550942 0.312582	0.785236 0.531658 0.142386 0.283671	0.742578 0.520786 0.209878 0.365119	0.517203 0.435834 -0.322686 0.662136	0.492495 0.447409 -0.306435 0.680714	0.573314 0.381339 -0.376859 0.619571	-0.574307 -0.412431 0.615497 -0.348188	-0.50673 -0.511094 0.536395 -0.440782	-0.501134 -0.545404 0.59185 -0.317983	
0.523771 0.484183 -0.483589 0.507319	0.497603 0.494331 -0.467294 0.538204	0.484791 0.500678 -0.457868 0.551957	0.467936 0.489163 -0.435511 0.593367	0.466189 0.484209 -0.434962 0.59918	0.495397 0.441878 -0.495779 0.559936	0.569463 0.404939 -0.559471 0.445791	0.613669 0.537104 -0.310262 0.488536	0.170516 0.175361 -0.681136 0.690092	-0.084016 -0.229714 0.903598 -0.351685	-0.132896 -0.376506 0.866423 -0.299823	0.351657 0.40866 -0.423343 0.72809	0.603092 0.728972 0.0608359 0.318087	0.786398 0.526021 0.149274 0.287398	0.743199 0.514959 0.216177 0.368429	0.518866 0.435179 -0.318325 0.663375	0.491114 0.447916 -0.300138 0.684175	0.570638 0.383239 -0.373704 0.622772	-0.576259 -0.41297 0.608264 -0.356925	-0.511653 -0.505062 0.534268 -0.444614	-0.50389 -0.543469 0.589693 -0.320934	
0.527081 0.48166 -0.480098 0.509603	0.50146 0.492283 -0.463207 0.540032	0.48885 0.498741 -0.45371 0.553562	0.472174 0.487604 -0.431617 0.594138	0.470403 0.482816 -0.431124 0.599784	0.499256 0.441167 -0.491894 0.560495	0.572022 0.406055 -0.555493 0.446472	0.615956 0.535597 -0.30511 0.490552	0.166192 0.176969 -0.678345 0.693477	-0.0780993 -0.229866 0.904453 -0.350752	-0.122654 -0.38327 0.865688 -0.29773	0.356631 0.405259 -0.421199 0.728815	0.606267 0.723557 0.066435 0.323252	0.787283 0.520846 0.155776 0.290928	0.743955 0.510274 0.22042 0.370899	0.521024 0.434325 -0.313689 0.66445	0.48946 0.448486 -0.293086 0.688033	0.567367 0.385696 -0.370044 0.626419	-0.577533 -0.413946 0.601091 -0.365779	-0.514453 -0.501412 0.530328 -0.450196	-0.503227 -0.544512 0.585324 -0.328123	
0.530165 0.478837 -0.476676 0.51227	0.50544 0.489973 -0.459034 0.541983	0.493162 0.496521 -0.449491 0.555172	0.476778 0.48568 -0.427561 0.59497	0.47504 0.481035 -0.427094 0.600444	0.503538 0.440259 -0.487612 0.56112	0.575005 0.407142 -0.550976 0.447247	0.618382 0.533534 -0.299661 0.493101	0.161694 0.177828 -0.674988 0.697584	-0.0727122 -0.229087 0.904545 -0.35218	-0.112768 -0.388684 0.864491 -0.298099	0.362106 0.401716 -0.418697 0.729518	0.609365 0.718298 0.0716548 0.328007	0.787873 0.516269 0.161632 0.294276	0.744787 0.505946 0.225039 0.372382	0.523651 0.433481 -0.308825 0.665215	0.487616 0.449257 -0.285389 0.692063	0.563521 0.388476 -0.366144 0.630451	-0.578711 -0.414922 0.593563 -0.374988	-0.516474 -0.498621 0.525218 -0.456922	-0.498076 -0.547085 0.582621 -0.336409	
0.531711 0.476143 -0.473813 0.515822	0.508875 0.487867 -0.455005 0.544061	0.497371 0.494255 -0.445679 0.556511	0.481329 0.48352 -0.423374 0.596058	0.479739 0.478976 -0.42275 0.601428	0.508216 0.439079 -0.483202 0.561643	0.578451 0.408517 -0.546006 0.447645	0.620782 0.530336 -0.294032 0.49691	0.156972 0.177703 -0.671327 0.702212	-0.06803 -0.227135 0.903846 -0.356151	-0.103305 -0.39149 0.863378 -0.30107	0.36827 0.398943 -0.415399 0.72984	0.612347 0.713225 0.0769035 0.332305	0.788234 0.512198 0.167266 0.297259	0.744759 0.502177 0.229268 0.374951	0.526538 0.43332 -0.304631 0.664975	0.485146 0.451035 -0.27773 0.695749	0.558637 0.391922 -0.362517 0.634747	-0.58027 -0.415447 0.585951 -0.383864	-0.519309 -0.495086 0.520408 -0.463015	-0.488674 -0.553953 0.581572 -0.340746	
0.531695 0.473725 -0.471137 0.520495	0.511129 0.486186 -0.451104 0.546695	0.500642 0.492326 -0.442073 0.558162	0.485458 0.481412 -0.418852 0.597609	0.484321 0.476787 -0.417854 0.602914	0.513514 0.437231 -0.47883 0.562009	0.58258 0.409749 -0.540463 0.447892	0.623378 0.52575 -0.287953 0.502066	0.152287 0.176058 -0.667465 0.70732	-0.0645534 -0.223653 0.90234 -0.362759	-0.0955607 -0.391471 0.862349 -0.306551	0.374396 0.397091 -0.41101 0.730217	0.615254 0.708245 0.0823369 0.336261	0.788045 0.509051 0.172661 0.300065	0.744404 0.499234 0.232879 0.377352	0.530465 0.433151 -0.301387 0.66344	0.482292 0.453353 -0.270047 0.699243	0.552383 0.396832 -0.356329 0.640646	0.581662 0.416101 -0.579075 0.39141	0.522618 0.49144 -0.516676 0.467336	-0.472333 -0.567576 0.579106 -0.345535	
0.530444 0.471602 -0.469697 0.524982	0.512224 0.484742 -0.448755 0.548881	0.502898 0.490923 -0.439764 0.559192	0.489461 0.479718 -0.414565 0.598695	0.489008 0.474878 -0.4129 0.604049	0.519241 0.435557 -0.474244 0.561935	0.587231 0.411401 -0.534383 0.447598	0.625968 0.521261 -0.281509 0.507154	0.147356 0.173273 -0.66316 0.713079	-0.0619155 -0.21887 0.8997 -0.372561	-0.0889708 -0.388505 0.861024 -0.315887	0.380197 0.395075 -0.406323 0.730936	0.617989 0.703442 0.0879612 0.339885	0.787444 0.506629 0.17794 0.302649	0.744706 0.497745 0.234308 0.37784	0.533769 0.433993 -0.298733 0.661438	0.478637 0.45669 -0.262726 0.702365	0.545438 0.402768 -0.350053 0.646327	0.581656 0.417663 -0.574562 0.396375	0.52347 0.490697 -0.513595 0.470548	0.46159 0.579468 -0.57078 0.354064	
0.528751 0.469548 -0.469525 0.528672	0.512696 0.483529 -0.447739 0.550338	0.504572 0.490078 -0.438517 0.559405	0.49351 0.478618 -0.410664 0.598939	0.493732 0.473479 -0.408304 0.604428	0.525093 0.434561 -0.469087 0.561597	0.593052 0.413277 -0.527358 0.446526	0.628877 0.517101 -0.274849 0.511447	0.142175 0.169965 -0.658381 0.719328	-0.0598156 -0.213364 0.89574 -0.385419	-0.0817487 -0.383368 0.858967 -0.329427	0.385636 0.391968 -0.402012 0.732142	0.620304 0.69905 0.0935326 0.343226	0.78677 0.504421 0.183189 0.30495	0.746676 0.495333 0.234263 0.377148	0.536193 0.435596 -0.296921 0.659235	0.474026 0.460791 -0.256081 0.705261	0.538437 0.408081 -0.343668 0.652264	0.579674 0.420939 -0.572521 0.398758	0.521489 0.493346 -0.511449 0.472313	0.455645 0.587922 -0.561124 0.363146	
0.526823 0.467413 -0.470582 0.53154	0.51305 0.482466 -0.447764 0.550921	0.506234 0.4894 -0.438292 0.558673	0.497361 0.477694 -0.407282 0.598801	0.498103 0.472274 -0.404168 0.604565	0.530632 0.434141 -0.46408 0.560875	0.598481 0.415272 -0.521122 0.444749	0.631303 0.514291 -0.268364 0.514725	0.137264 0.165257 -0.653222 0.726051	-0.0590555 -0.206552 0.890369 -0.401362	-0.0737349 -0.375297 0.857949 -0.342985	0.390673 0.387328 -0.399097 0.733535	0.623301 0.694265 0.0987804 0.346027	0.785428 0.503599 0.187208 0.307319	0.745414 0.49484 0.236094 0.379146	0.538388 0.437561 -0.295283 0.656876	0.468983 0.465256 -0.249378 0.708098	0.530965 0.412792 -0.336961 0.658891	0.577011 0.425132 -0.570981 0.400379	0.518476 0.497465 -0.5092 0.473736	0.450898 0.592719 -0.554602 0.371204	
0.525022 0.465163 -0.472328 0.533743	0.513291 0.481539 -0.448242 0.551118	0.507683 0.488809 -0.438508 0.557704	0.500867 0.476505 -0.404728 0.598557	0.502088 0.470804 -0.400855 0.604621	0.535307 0.434491 -0.459279 0.560113	0.603715 0.417301 -0.515073 0.442818	0.633776 0.511721 -0.26221 0.517412	0.132573 0.159545 -0.647986 0.73286	-0.0591719 -0.198819 0.883932 -0.419087	-0.067296 -0.363844 0.855779 -0.361568	0.395378 0.381841 -0.39702 0.735016	0.626007 0.6897 0.103958 0.348744	0.784362 0.502341 0.191403 0.309508	0.743838 0.493971 0.238203 0.382043	0.541368 0.439319 -0.293458 0.654065	0.463634 0.469788 -0.241698 0.711284	0.522785 0.417656 -0.329576 0.666062	0.574712 0.429644 -0.568507 0.402381	0.515342 0.502234 -0.505526 0.476054	0.449564 0.592976 -0.552758 0.375141	
0.523698 0.46287 -0.47424 0.535339	0.513458 0.480661 -0.448866 0.551222	0.50878 0.488311 -0.438787 0.556922	0.503915 0.475245 -0.402634 0.598414	0.505606 0.469243 -0.398063 0.604747	0.539468 0.435433 -0.454772 0.559066	0.608622 0.419387 -0.509442 0.440638	0.635799 0.509359 -0.256098 0.520315	0.12783 0.153584 -0.642674 0.739622	-0.0595977 -0.190727 0.876169 -0.438633	-0.0606476 -0.350752 0.852385 -0.383059	0.399563 0.376602 -0.395465 0.736293	0.629036 0.685312 0.108461 0.350568	0.783967 0.500734 0.194873 0.310944	0.743882 0.493429 0.239818 0.381648	0.545108 0.440807 -0.292013 0.650595	0.457779 0.474418 -0.233474 0.714742	0.514029 0.423711 -0.320747 0.673323	0.572933 0.434076 -0.56491 0.40522	0.512629 0.506735 -0.500764 0.479235	0.449087 0.59185 -0.55342 0.376511	
0.522626 0.460531 -0.47578 0.537036	0.513562 0.479715 -0.449327 0.551573	0.50953 0.487753 -0.438901 0.556635	0.506554 0.474022 -0.400927 0.598301	0.508685 0.467747 -0.395778 0.604824	0.54309 0.436661 -0.450802 0.557815	0.613115 0.421491 -0.504287 0.438326	0.637166 0.507002 -0.250529 0.523645	0.123226 0.147125 -0.637488 0.746176	-0.060517 -0.182121 0.867144 -0.459598	-0.0533334 -0.336305 0.847827 -0.406501	0.403215 0.372154 -0.394143 0.737272	0.632533 0.680968 0.112502 0.351464	0.784146 0.49893 0.197703 0.311604	0.743316 0.492121 0.242601 0.382678	0.550474 0.441132 -0.290358 0.646587	0.451939 0.478249 -0.224015 0.71892	0.504329 0.429398 -0.311029 0.681565	0.571038 0.438863 -0.560928 0.408259	0.510269 0.51101 -0.496094 0.482063	0.447997 0.591031 -0.55443 0.377608	
0.521784 0.458035 -0.476942 0.538954	0.513873 0.478587 -0.449531 0.552097	0.510494 0.486896 -0.438866 0.55653	0.508973 0.472585 -0.399363 0.598431	0.511459 0.466033 -0.393771 0.605118	0.546421 0.437919 -0.44708 0.556571	0.617238 0.423454 -0.499509 0.436114	0.638572 0.504303 -0.245934 0.526706	0.118588 0.140501 -0.632566 0.752367	-0.0615865 -0.173236 0.85679 -0.481776	-0.0457375 -0.322612 0.840948 -0.432015	0.40643 0.368463 -0.393236 0.737845	0.635997 0.676825 0.116308 0.351978	0.78485 0.496583 0.20051 0.311788	0.742667 0.489656 0.246068 0.384882	0.5573 0.440471 -0.288669 0.641928	0.446053 0.481386 -0.213571 0.723666	0.4935 0.43401 -0.300399 0.691269	0.568434 0.444397 -0.556854 0.41147	0.507946 0.515236 -0.492044 0.484165	0.447053 0.590768 -0.554938 0.378393	
0.521355 0.455527 -0.477587 0.54092	0.514561 0.477316 -0.449333 0.552717	0.511853 0.485746 -0.438557 0.55653	0.511235 0.470883 -0.397986 0.598761	0.513932 0.464116 -0.392079 0.605594	0.549084 0.439073 -0.443703 0.555743	0.620642 0.425266 -0.495187 0.434444	0.640254 0.501026 -0.242351 0.529447	0.114408 0.133329 -0.628299 0.757875	-0.063369 -0.16386 0.845155 -0.504824	-0.0372669 -0.310857 0.831661 -0.458605	0.409541 0.365046 -0.392529 0.738199	0.639147 0.673084 0.119879 0.352247	0.786124 0.493519 0.203503 0.311505	0.743599 0.486544 0.248494 0.385468	0.565896 0.438619 -0.287087 0.636362	0.439933 0.483736 -0.202003 0.729145	0.481938 0.438255 -0.288111 0.701897	0.564628 0.45095 -0.553501 0.414097	0.504974 0.520119 -0.489075 0.48506	0.446906 0.590845 -0.555085 0.37823	
0.52124 0.453082 -0.47767 0.543008	0.515451 0.475906 -0.448723 0.553599	0.51327 0.484349 -0.437926 0.556939	0.513273 0.468931 -0.396664 0.599427	0.516098 0.462002 -0.390532 0.606368	0.551374 0.44005 -0.440588 0.555179	0.623225 0.426987 -0.491437 0.433316	0.641511 0.497726 -0.239569 0.532296	0.110916 0.125633 -0.62434 0.762964	-0.0658383 -0.154115 0.832398 -0.528231	-0.0284235 -0.298847 0.821129 -0.485417	0.412451 0.36174 -0.392214 0.738374	0.642117 0.669577 0.12324 0.35237	0.787893 0.489768 0.206638 0.310891	0.745714 0.482974 0.251322 0.384036	0.5755 0.436492 -0.286932 0.629241	0.432865 0.486412 -0.190419 0.734692	0.469024 0.44209 -0.27511 0.713364	0.561084 0.457092 -0.549937 0.416918	0.502204 0.524624 -0.485936 0.486237	0.446772 0.590831 -0.554957 0.378598	
0.521668 0.449806 -0.477248 0.545685	0.516937 0.473824 -0.447372 0.55509	0.515162 0.482416 -0.436462 0.558018	0.515219 0.466982 -0.395175 0.600262	0.51794 0.460001 -0.389142 0.607212	0.55339 0.441129 -0.4379 0.554445	0.625647 0.428774 -0.488245 0.431667	0.642245 0.494842 -0.237333 0.535094	0.108161 0.11751 -0.620685 0.767621	-0.0688858 -0.144091 0.818732 -0.551517	-0.017695 -0.286768 0.808978 -0.512841	0.414862 0.358357 -0.392439 0.738554	0.64506 0.666551 0.125955 0.351771	0.790362 0.485511 0.209354 0.309481	0.748025 0.478595 0.253967 0.383283	0.587352 0.432736 -0.287316 0.62065	0.42467 0.488227 -0.177326 0.741515	0.453614 0.448068 -0.258477 0.725713	0.559486 0.461095 -0.544029 0.422372	0.501585 0.526188 -0.481355 0.489731	0.447107 0.589649 -0.554863 0.380181	
0.52223 0.446963 -0.476824 0.547849	0.518176 0.472039 -0.446152 0.556436	0.516564 0.480842 -0.435029 0.559197	0.51687 0.465055 -0.393848 0.601209	0.519582 0.45795 -0.387887 0.608161	0.555006 0.441735 -0.435701 0.554079	0.626787 0.430256 -0.486011 0.431059	0.642455 0.492351 -0.235676 0.537865	0.105922 0.109505 -0.617088 0.772005	-0.0720693 -0.134227 0.804123 -0.574609	-0.00599249 -0.276557 0.794718 -0.540281	0.416857 0.354701 -0.392959 0.738919	0.647503 0.664009 0.128517 0.351162	0.793206 0.480617 0.212394 0.307766	0.751651 0.473841 0.255232 0.381251	0.598265 0.43007 -0.290859 0.610344	0.41467 0.491875 -0.166186 0.747321	0.43623 0.45495 -0.241617 0.737797	0.559369 0.463758 -0.536676 0.428968	0.50255 0.526063 -0.475763 0.494318	0.447548 0.589167 -0.554579 0.380821	
0.523364 0.443356 -0.476252 0.55019	0.519833 0.469791 -0.444405 0.558188	0.518161 0.478916 -0.432979 0.560962	0.518424 0.463132 -0.39244 0.602276	0.521 0.455971 -0.386711 0.609183	0.555974 0.441819 -0.433918 0.554441	0.627041 0.431055 -0.484614 0.431462	0.642746 0.489709 -0.234321 0.540515	0.106465 0.0993233 -0.614113 0.775671	-0.0780274 -0.12293 0.78963 -0.596058	0.00327328 -0.266805 0.779805 -0.566312	0.418426 0.350692 -0.393557 0.739627	0.648971 0.661677 0.131616 0.351706	0.795898 0.474896 0.216726 0.306676	0.755789 0.468212 0.256712 0.379025	0.608644 0.427869 -0.29707 0.598523	0.403435 0.49679 -0.156599 0.752275	0.417679 0.463752 -0.22426 0.748455	0.559036 0.46652 -0.529473 0.43531	0.503508 0.525981 -0.470454 0.498494	0.448202 0.589039 -0.553752 0.381454	
0.524854 0.438776 -0.475881 0.552758	0.521811 0.46677 -0.442521 0.560369	0.520153 0.47633 -0.430693 0.563076	0.519922 0.461064 -0.390692 0.603706	0.522255 0.453965 -0.385197 0.610564	0.556603 0.441341 -0.432238 0.5555	0.627011 0.43127 -0.483751 0.432259	0.642971 0.487025 -0.232916 0.543272	0.107725 0.0894508 -0.611057 0.779104	-0.0840148 -0.112017 0.77524 -0.615952	0.0124276 -0.256864 0.765184 -0.59022	0.419701 0.346866 -0.394008 0.740468	0.649583 0.659574 0.135117 0.353196	0.798392 0.468578 0.222079 0.30608	0.761025 0.461716 0.258629 0.375193	0.617658 0.426595 -0.306647 0.585221	0.390751 0.50373 -0.149237 0.755842	0.398841 0.47426 -0.20554 0.757467	0.55873 0.469342 -0.520972 0.442862	0.505708 0.524651 -0.465226 0.502559	0.448798 0.588974 -0.553044 0.38188	
0.527178 0.433665 -0.475654 0.554772	0.524448 0.463353 -0.440785 0.56211	0.522742 0.473491 -0.428392 0.564825	0.521586 0.458882 -0.38862 0.605268	0.523585 0.45186 -0.38332 0.612166	0.557183 0.440378 -0.430503 0.557029	0.626536 0.431067 -0.483345 0.433602	0.643098 0.484192 -0.231324 0.546326	0.110055 0.0795375 -0.607923 0.782299	-0.0904403 -0.101286 0.761527 -0.63375	0.0211091 -0.247689 0.75105 -0.61166	0.421079 0.343085 -0.394033 0.741433	0.649343 0.657587 0.139065 0.3558	0.800458 0.461881 0.228426 0.306194	0.766869 0.453897 0.26018 0.371746	0.624925 0.425951 -0.318648 0.5714	0.377268 0.512115 -0.143905 0.758088	0.380146 0.486472 -0.187402 0.764012	0.557579 0.472767 -0.512073 0.450975	0.508211 0.522952 -0.460704 0.505959	0.449459 0.58908 -0.552471 0.381769	
0.529694 0.428734 -0.474825 0.556913	0.526779 0.459838 -0.438821 0.564348	0.524559 0.47071 -0.42573 0.567471	0.523242 0.456512 -0.386185 0.607186	0.525109 0.449534 -0.380961 0.614043	0.55767 0.43904 -0.428451 0.559176	0.62566 0.430651 -0.483127 0.435519	0.643278 0.481103 -0.229131 0.549757	0.11435 0.0686343 -0.604889 0.785062	-0.0984227 -0.0899975 0.748888 -0.649138	0.0274276 -0.240742 0.737166 -0.630775	0.422526 0.339426 -0.393345 0.742658	0.64849 0.655746 0.14307 0.35915	0.802354 0.45472 0.235332 0.30672	0.770798 0.445975 0.264224 0.370354	0.631557 0.424916 -0.332342 0.556894	0.363904 0.520966 -0.139996 0.759322	0.362508 0.500991 -0.170538 0.767146	0.555805 0.476708 -0.50361 0.458484	0.510707 0.521522 -0.457042 0.508237	0.450153 0.589693 -0.551892 0.380842	
0.532316 0.424069 -0.474052 0.558641	0.529228 0.45638 -0.436948 0.566314	0.526712 0.467941 -0.423179 0.569671	0.525202 0.453955 -0.383501 0.60911	0.526893 0.44702 -0.37822 0.616041	0.558125 0.437208 -0.426221 0.561855	0.624525 0.430294 -0.482917 0.43773	0.64397 0.477499 -0.22614 0.553316	0.120618 0.0569568 -0.601902 0.787351	-0.107918 -0.0783995 0.737856 -0.661646	0.0322511 -0.233995 0.724885 -0.647107	0.423897 0.33595 -0.391966 0.744185	0.647068 0.654008 0.147198 0.363193	0.803874 0.447449 0.242706 0.307685	0.775224 0.438531 0.267543 0.367613	0.637156 0.423515 -0.345568 0.543369	0.352469 0.529049 -0.13744 0.759594	0.348357 0.514661 -0.155689 0.76781	0.55295 0.481348 -0.495402 0.465969	0.513024 0.52022 -0.454413 0.509594	0.450901 0.590127 -0.551437 0.379942	
0.534481 0.42059 -0.473941 0.559298	0.531052 0.453876 -0.436034 0.567322	0.528171 0.46605 -0.421589 0.571048	0.527187 0.451309 -0.381011 0.610921	0.528964 0.444223 -0.375363 0.618033	0.558663 0.435396 -0.4235 0.564777	0.622696 0.430385 -0.482648 0.440533	0.645047 0.473854 -0.222459 0.556676	0.126701 0.0464262 -0.598664 0.789552	-0.116556 -0.0679952 0.728247 -0.671898	0.0368804 -0.227196 0.714085 -0.661138	0.425152 0.332531 -0.389931 0.746071	0.645201 0.652114 0.151645 0.368059	0.804727 0.440399 0.250556 0.30933	0.776929 0.431806 0.27309 0.367895	0.641395 0.422234 -0.35773 0.531376	0.34352 0.536324 -0.136415 0.758777	0.34214 0.52125 -0.148771 0.767532	0.54898 0.486989 -0.488309 0.472247	0.514442 0.520096 -0.452884 0.509653	0.451156 0.590839 -0.55113 0.378977	
